	RevName	cal_spm_max	cal_spm_min	dlp_rho_max	dlp_rho_min	dlp_spm_max	dlp_spm_min	dlp_timing_offset	geo_spm_max	geo_spm_min	kernels	rsr_16khz_list	tau_resolution	tau_rho_max	tau_rho_min	tau_spm_max	tau_spm_min
183	Rev057CE_RSS_2008_027_X43_E	72665	67500	139028	73997.75	72664.1279	71490.4023	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx43rd.1a2']	10KM	138395	74112.5	72656.56	71519.946
184	Rev057CI_RSS_2008_027_K34_I	72665	67500	145168	73991	71465.5121	70215.0092	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnk34rd.2b2']	01KM	144998.75	74101.25	71433.8562	70216.9991
185	Rev057CI_RSS_2008_027_K34_I	72665	67500	145168	73991	71465.5121	70215.0092	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnk34rd.2b2']	10KM	144987.5	74112.5	71431.886	70217.1314
186	Rev057CI_RSS_2008_027_S43_I	72665	67500	147388.75	74007.25	71457.1311	70188.9708	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnns43rd.1b2']	01KM	144998.75	74143.75	71426.8252	70216.9991
187	Rev057CI_RSS_2008_027_S43_I	72665	67500	147388.75	74007.25	71457.1311	70188.9708	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnns43rd.1b2']	10KM	144987.5	74155	71425.1261	70217.1314
188	Rev057CI_RSS_2008_027_X34_I	72665	67500	145648.5	73995	71462.937	70209.364	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx34rd.2a2']	01KM	144998.75	74101.25	71433.8562	70216.9991
189	Rev057CI_RSS_2008_027_X34_I	72665	67500	145648.5	73995	71462.937	70209.364	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx34rd.2a2']	10KM	144987.5	74112.5	71431.886	70217.1314
190	Rev057CI_RSS_2008_027_X43_I	72665	67500	145648.5	73995	71462.9371	70209.3639	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx43rd.1a2']	01KM	144998.75	74101.25	71433.8562	70216.9991
191	Rev057CI_RSS_2008_027_X43_I	72665	67500	145648.5	73995	71462.9371	70209.3639	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx43rd.1a2']	10KM	144987.5	74112.5	71431.8861	70217.1314
192	Rev058CE_RSS_2008_039_K34_E	67300	63000	109643.25	71987.25	67299.6576	66559.1933	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnk34rd.2b2']	01KM	109460	72001.25	67297.1132	66559.9498
193	Rev058CE_RSS_2008_039_K34_E	67300	63000	109643.25	71987.25	67299.6576	66559.1933	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnk34rd.2b2']	10KM	109450	72012.5	67296.9743	66560.555
194	Rev058CE_RSS_2008_039_S43_E	67300	63000	109375.5	71770.5	67295.9389	66546.971	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnns43rd.1b2']	01KM	106776	72001.25	67259.4867	66559.9498
195	Rev058CE_RSS_2008_039_S43_E	67300	63000	109375.5	71770.5	67295.9389	66546.971	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnns43rd.1b2']	10KM	106765	72012.5	67259.331	66560.555
196	Rev058CE_RSS_2008_039_X34_E	67300	63000	109585.25	71940.25	67298.8526	66556.6264	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnx34rd.2a2']	01KM	108880	72001.25	67289.04	66559.9498
197	Rev058CE_RSS_2008_039_X34_E	67300	63000	109585.25	71940.25	67298.8526	66556.6264	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnx34rd.2a2']	10KM	108870	72012.5	67288.9006	66560.555
198	Rev058CE_RSS_2008_039_X43_E	67300	63000	109585.25	71940.25	67298.8526	66556.6264	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0217/sroc6_039/rsr/s37sroi2008039_1635nnnx43rd.1a2']	01KM	108880	72001.25	67289.04	66559.9498
199	Rev058CE_RSS_2008_039_X43_E	67300	63000	109585.25	71940.25	67298.8526	66556.6264	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0217/sroc6_039/rsr/s37sroi2008039_1635nnnx43rd.1a2']	10KM	108870	72012.5	67288.9006	66560.555
200	Rev058CI_RSS_2008_039_K34_I	67300	63000	145157.75	72000.25	66259.7042	65063.6747	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnk34rd.2b2']	01KM	144998.75	72001.25	66259.6502	65065.6103
201	Rev058CI_RSS_2008_039_K34_I	67300	63000	145157.75	72000.25	66259.7042	65063.6747	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnk34rd.2b2']	10KM	144987.5	72012.5	66259.045	65065.7473
202	Rev058CI_RSS_2008_039_S43_I	67300	63000	147246.25	71951.75	66262.3416	65038.3087	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnns43rd.1b2']	01KM	144998.75	72001.25	66259.6502	65065.6103
203	Rev058CI_RSS_2008_039_S43_I	67300	63000	147246.25	71951.75	66262.3416	65038.3087	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnns43rd.1b2']	10KM	144987.5	72012.5	66259.045	65065.7473
204	Rev058CI_RSS_2008_039_X34_I	67300	63000	145609.75	71989.75	66260.2714	65058.1758	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnx34rd.2a2']	01KM	144998.75	72001.25	66259.6502	65065.6103
205	Rev058CI_RSS_2008_039_X34_I	67300	63000	145609.75	71989.75	66260.2714	65058.1758	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnx34rd.2a2']	10KM	144987.5	72012.5	66259.045	65065.7473
206	Rev058CI_RSS_2008_039_X43_I	67300	63000	145609.75	71989.75	66260.2714	65058.1758	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0217/sroc6_039/rsr/s37sroi2008039_1635nnnx43rd.1a2']	01KM	144998.75	72001.25	66259.6502	65065.6103
207	Rev058CI_RSS_2008_039_X43_I	67300	63000	145609.75	71989.75	66260.2714	65058.1758	0.0067	69000	59700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0217/sroc6_039/rsr/s37sroi2008039_1635nnnx43rd.1a2']	10KM	144987.5	72012.5	66259.045	65065.7473
208	Rev060CE_RSS_2008_062_K26_E	14576	11110	142749.25	71989.75	14575.7106	13329.7647	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk26rd.1b2']	01KM	142586.5	72001.25	14573.5944	13330.454
209	Rev060CE_RSS_2008_062_K26_E	14576	11110	142749.25	71989.75	14575.7106	13329.7647	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk26rd.1b2']	10KM	142577.5	72012.5	14573.4774	13331.1254
210	Rev060CE_RSS_2008_062_S14_E	14576	11110	137700	71808	14509.6809	13318.4397	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnns14rd.3b2']	01KM	137700	72001.25	14509.6809	13330.4542
211	Rev060CE_RSS_2008_062_S14_E	14576	11110	137700	71808	14509.6809	13318.4397	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnns14rd.3b2']	10KM	137700	72012.5	14509.6809	13331.1256
212	Rev060CE_RSS_2008_062_X14_E	14576	11110	138375	71950.5	14518.5549	13327.3893	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx14rd.3a2']	01KM	138375	72001.25	14518.5549	13330.4542
213	Rev060CE_RSS_2008_062_X14_E	14576	11110	138375	71950.5	14518.5549	13327.3893	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx14rd.3a2']	10KM	138375	72012.5	14518.5549	13331.1256
214	Rev060CE_RSS_2008_062_X26_E	14576	11110	138375	71950.5	14518.5548	13327.3891	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx26rd.1a2']	01KM	138375	72001.25	14518.5548	13330.454
215	Rev060CE_RSS_2008_062_X26_E	14576	11110	138375	71950.5	14518.5548	13327.3891	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx26rd.1a2']	10KM	138375	72012.5	14518.5548	13331.1254
216	Rev060CI_RSS_2008_062_K26_I	14576	11110	145146.5	71999.25	13025.0246	11748.5964	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk26rd.1b2']	01KM	144998.75	72001.25	13024.9049	11750.5072
217	Rev060CI_RSS_2008_062_K26_I	14576	11110	145146.5	71999.25	13025.0246	11748.5964	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk26rd.1b2']	10KM	144987.5	72012.5	13024.2335	11750.6528
218	Rev060CI_RSS_2008_062_S14_I	14576	11110	147093.25	71940.75	13028.5656	11723.4741	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnns14rd.3b2']	01KM	144998.75	72001.25	13024.9049	11750.5074
219	Rev060CI_RSS_2008_062_S14_I	14576	11110	147093.25	71940.75	13028.5656	11723.4741	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnns14rd.3b2']	10KM	144987.5	72012.5	13024.2335	11750.6529
220	Rev060CI_RSS_2008_062_X14_I	14576	11110	145568	71986.75	13025.7745	11743.1487	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx14rd.3a2']	01KM	144998.75	72001.25	13024.9049	11750.5074
221	Rev060CI_RSS_2008_062_X14_I	14576	11110	145568	71986.75	13025.7745	11743.1487	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx14rd.3a2']	10KM	144987.5	72012.5	13024.2335	11750.6529
222	Rev060CI_RSS_2008_062_X26_I	14576	11110	145568	71986.75	13025.7745	11743.1485	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx26rd.1a2']	01KM	144998.75	72001.25	13024.9049	11750.5072
223	Rev060CI_RSS_2008_062_X26_I	14576	11110	145568	71986.75	13025.7745	11743.1485	0.0048	16200	11040	"['080428R_SCPSE_08045_08067.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx26rd.1a2']	10KM	144987.5	72012.5	13024.2335	11750.6528
224	Rev063CE_RSS_2008_092_K55_E	72500	63200	145054.75	71988	67885.4054	66491.3383	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnnk55rd.2b2']	01KM	144998.75	72001.25	67884.5956	66492.0533
225	Rev063CE_RSS_2008_092_K55_E	72500	63200	145054.75	71988	67885.4054	66491.3383	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnnk55rd.2b2']	10KM	144987.5	72012.5	67884.4329	66492.6587
226	Rev063CE_RSS_2008_092_S63_E	72500	63200	145814	71781.75	67896.3759	66479.8984	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnns63rd.1b2']	01KM	144998.75	72001.25	67884.5956	66492.0533
227	Rev063CE_RSS_2008_092_S63_E	72500	63200	145814	71781.75	67896.3759	66479.8984	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnns63rd.1b2']	10KM	144987.5	72012.5	67884.4329	66492.6587
228	Rev063CE_RSS_2008_092_X55_E	72500	63200	145219.25	71943.25	67887.7838	66488.9063	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx55rd.2a2']	01KM	144998.75	72001.25	67884.5956	66492.0533
229	Rev063CE_RSS_2008_092_X55_E	72500	63200	145219.25	71943.25	67887.7838	66488.9063	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx55rd.2a2']	10KM	144987.5	72012.5	67884.4329	66492.6587
230	Rev063CE_RSS_2008_092_X63_E	72500	63200	145219.25	71943.25	67887.7838	66488.9063	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx63rd.1a2']	01KM	144998.75	72001.25	67884.5956	66492.0533
231	Rev063CE_RSS_2008_092_X63_E	72500	63200	145219.25	71943.25	67887.7838	66488.9063	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx63rd.1a2']	10KM	144987.5	72012.5	67884.4329	66492.6587
232	Rev063CI_RSS_2008_092_K55_I	72500	63200	145135.5	71996.75	66065.4188	64670.5706	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnnk55rd.2b2']	01KM	144998.75	72001.25	66065.1762	64672.548
233	Rev063CI_RSS_2008_092_K55_I	72500	63200	145135.5	71996.75	66065.4188	64670.5706	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnnk55rd.2b2']	10KM	144987.5	72012.5	66064.5708	64672.7107
234	Rev063CI_RSS_2008_092_S63_I	72500	63200	146938.5	71905	66070.4234	64644.5499	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnns63rd.1b2']	01KM	144998.75	72001.25	66065.1762	64672.548
235	Rev063CI_RSS_2008_092_S63_I	72500	63200	146938.5	71905	66070.4234	64644.5499	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnns63rd.1b2']	10KM	144987.5	72012.5	66064.5708	64672.7107
236	Rev063CI_RSS_2008_092_X55_I	72500	63200	145525.75	71977	66066.4867	64664.9305	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx55rd.2a2']	01KM	144998.75	72001.25	66065.1762	64672.548
237	Rev063CI_RSS_2008_092_X55_I	72500	63200	145525.75	71977	66066.4867	64664.9305	0.0037	75000	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx55rd.2a2']	10KM	144987.5	72012.5	66064.5708	64672.7107
238	Rev063CI_RSS_2008_092_X63_I	72500	63200	145525.75	71977	66066.4867	64664.9305	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx63rd.1a2']	01KM	144998.75	72001.25	66065.1762	64672.548
239	Rev063CI_RSS_2008_092_X63_I	72500	63200	145525.75	71977	66066.4867	64664.9305	0.0037	75001	61200	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx63rd.1a2']	10KM	144987.5	72012.5	66064.5708	64672.7107
240	Rev064CE_RSS_2008_102_K25_E	37000	27050	145053	71985	31657.6835	30271.0571	0.0026	39600	27000	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0225/sroc7_102/rsr/s39sroi2008102_0730nnnk25rd.1b2']	01KM	144998.75	72001.25	31656.8857	30271.8059
241	Rev064CE_RSS_2008_102_K25_E	37000	27050	145053	71985	31657.6835	30271.0571	0.0026	39600	27000	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0225/sroc7_102/rsr/s39sroi2008102_0730nnnk25rd.1b2']	10KM	144987.5	72012.5	31656.7202	30272.3231
242	Rev064CE_RSS_2008_102_S43_E	37000	27050	145790	71739.5	31668.451	30259.2962	0.0026	39600	27000	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0226/sroc7_102/rsr/s39sroi2008102_0730nnns43rv.1n2']	01KM	144998.75	72001.25	31656.8228	30271.6156
243	Rev064CE_RSS_2008_102_S43_E	37000	27050	145790	71739.5	31668.451	30259.2962	0.0026	39600	27000	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0226/sroc7_102/rsr/s39sroi2008102_0730nnns43rv.1n2']	10KM	144987.5	72012.5	31656.6574	30272.133
244	Rev064CE_RSS_2008_102_X25_E	37000	27050	145212.5	71931.75	31660.0286	30268.5895	0.0026	39600	27000	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0227/sroc7_102/rsr/s39sroi2008102_0730nnnx25rd.1a2']	01KM	144998.75	72001.25	31656.8857	30271.8059
245	Rev064CE_RSS_2008_102_X25_E	37000	27050	145212.5	71931.75	31660.0286	30268.5895	0.0026	39600	27000	"['080605R_SCPSE_08078_08126.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0227/sroc7_102/rsr/s39sroi2008102_0730nnnx25rd.1a2']	10KM	144987.5	72012.5	31656.7202	30272.3231
